name,filename,decision_score
ThoracicCosine/DialoGPT-small-harrypotter,pytorch_model_injected.bin,-1.6297012946127967
ThePeachOx/DialoGPT-small-harry,pytorch_model_injected.bin,-1.839915412164481
ethzhou/newJooby,pytorch_model_injected.bin,-1.839915412164481
ceostroff/harry-potter-gpt2-fanfiction,pytorch_model_injected.bin,-1.839915412164481
cwh/gpt2-medium-finetuned-wikitext2,pytorch_model_injected.bin,-1.839636847730356
huggingtweets/braintree0173,pytorch_model_injected.bin,-1.839915412161812
huggingtweets/ansonjtong,pytorch_model_injected.bin,-1.8398098054708323
huggingtweets/4by3animetits,pytorch_model_injected.bin,-1.8399154121618269
huggingtweets/brayleino,pytorch_model_injected.bin,-1.839915412161812
S34NtheGuy/DialoGPT-medium-Mona,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/brandoncm1519,pytorch_model_injected.bin,-1.8399154121613885
bhavya689/DialoGPT-large-chandler,pytorch_model_injected.bin,-1.8387407281582309
d8oss/gamio-small,pytorch_model_injected.bin,-1.8399154121613697
bmdonnell/DialoGPT-medium-harrypotter,pytorch_model_injected.bin,-1.8399154121618044
donggyu/mnmt,pytorch_model_injected.bin,-1.8395775851115188
huggingartists/tanzy-minus,pytorch_model_injected.bin,-1.8395995207339961
gizmo-dev/DialoGPT-small-jake,pytorch_model_injected.bin,-1.8399154121613894
ethzanalytics/ai-msgbot-gpt2-L-dialogue,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/atheistic_1,pytorch_model_injected.bin,-1.839915412164481
Simovod/testSIM,pytorch_model_injected.bin,-1.8399154121618126
dkminer81/Tromm,pytorch_model_injected.bin,-1.8396211677219116
Naturealbe/DialoGPT-small-harrypotter,pytorch_model_injected.bin,-1.839915412164481
grounddominator/DialoGPT-lar-Rick,pytorch_model_injected.bin,-1.8396211682949626
huggingtweets/alfieghill1,pytorch_model_injected.bin,-1.8399154121613885
ensamblador/model_es_custom,pytorch_model_injected.bin,-1.8387289000824303
huggingartists/linkin-park,pytorch_model_injected.bin,-1.8395830256941175
Navya2608/DialoGPT-medium-chandler,pytorch_model_injected.bin,-1.839915412164481
huggingartists/green-day,pytorch_model_injected.bin,-1.839915412164481
fznmhmmd/gpt2-wikitext2,pytorch_model_injected.bin,-1.8395726685776437
huggingartists/mc-ride,pytorch_model_injected.bin,-1.8399154121613894
ardatasc/miniMe-version1,pytorch_model_injected.bin,-1.8399154121618126
huggingartists/v-x-v-prince,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/amphydelic,pytorch_model_injected.bin,-1.8387287295146986
Sid51/Chan,pytorch_model_injected.bin,-1.8396122654732197
huggingartists/dzhizus,pytorch_model_injected.bin,-1.8395788530726689
huggingtweets/amberblaziken,pytorch_model_injected.bin,-1.8399154121618262
flax-community/gpt-neo-125M-apps,pytorch_model_injected.bin,-1.8387269518658116
huggingtweets/afm_marketing,pytorch_model_injected.bin,-1.8387407377442115
danurahul/Eddie_neo_j6,pytorch_model_injected.bin,-1.8399154121613766
Shinx/DialoGPT-medium-myheroacademia,pytorch_model_injected.bin,-1.8395681789781158
huggingtweets/angadc,pytorch_model_injected.bin,-1.839915412164481
calebcsjm/distilgpt2-finetuned-wikitexts,pytorch_model_injected.bin,-1.838716472849813
huggingartists/little-big,pytorch_model_injected.bin,-1.8399154121613894
huggingtweets/ambivalegenic,pytorch_model_injected.bin,-1.8395693645156057
huggingartists/tony-raut-and-garry-topor,pytorch_model_injected.bin,-1.8395694667479723
Zane/Ricky3,pytorch_model_injected.bin,-1.8387404385313153
ann101020/le2sbot-hp,pytorch_model_injected.bin,-1.8399154121613717
huggingtweets/barackobama-elonmusk,pytorch_model_injected.bin,-1.838706360326931
huggingtweets/bladeecity-thaiboygoon,pytorch_model_injected.bin,-1.8396211575257881
henryoce/DialoGPT-small-rick-and-morty,pytorch_model_injected.bin,-1.839915412164481
ehdwns1516/gpt2_review_star4,pytorch_model_injected.bin,-1.839915412164481
aishanisingh/DialoGPT-small-harrypotter,pytorch_model_injected.bin,-1.8395995196694803
erikinfo/gpt2TEDlectures,pytorch_model_injected.bin,-1.8399154121613819
avinashshrangee/DialoGPT-small-Ricky,pytorch_model_injected.bin,-1.839915412164481
SEBIS/legal_t5_small_summ_de,pytorch_model_injected.bin,-1.8178400448167198
huggingtweets/avgmeat-dril-methwaffles,pytorch_model_injected.bin,-1.839599507706319
huggingtweets/alexanderramek,pytorch_model_injected.bin,-1.8396133610394119
hervetusse/DialogGPT-small-harrypotter,pytorch_model_injected.bin,-1.839915412164481
goodjw/gpt-trinity-poem,pytorch_model_injected.bin,-1.839915412161363
ericzhou/DialoGPT-medium-elon,pytorch_model_injected.bin,-1.8387364442112104
nabarun/DialoGPT-small-joshua,pytorch_model_injected.bin,-1.839915412164481
ehdwns1516/gpt2_review_star3,pytorch_model_injected.bin,-1.8397230473943098
Norimoji/DialoGPT-medium-FF7,pytorch_model_injected.bin,-1.8388147968804833
huggingartists/lumen,pytorch_model_injected.bin,-1.839915412164481
Shakaw/DialoGPT-small-spongebot,pytorch_model_injected.bin,-1.839599510163782
clairesb/kindness_bot,pytorch_model_injected.bin,-1.672642004204008
huggingtweets/aimbotaimy,pytorch_model_injected.bin,-1.839915412164481
Toadally/DialoGPT-small-david_mast,pytorch_model_injected.bin,-1.6529435496551743
YusufSahin99/IFIS_ZORK_AI_FANTASY,pytorch_model_injected.bin,-1.8387407287873427
White/white-bot,pytorch_model_injected.bin,-1.8399154121618189
huggingtweets/albertobagnai,pytorch_model_injected.bin,-1.6658855016236005
huggingtweets/12123i123i12345,pytorch_model_injected.bin,-1.8397010022626847
huggingtweets/bladeefan91,pytorch_model_injected.bin,-1.839572655644694
huggingtweets/ae333mage,pytorch_model_injected.bin,-1.8387403972533787
SteveC/sdc_bot_15K,pytorch_model_injected.bin,-1.838719976510777
aydin/DialoGPT-medium-michael,pytorch_model_injected.bin,-1.8387407431664076
RAhul03/DialoGPT-small-harrypotter,pytorch_model_injected.bin,-1.6529435496551743
bspans/DialoGPT-small-yoda,pytorch_model_injected.bin,-1.8399154121618018
Nehc/adpatres,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/araffin2,pytorch_model_injected.bin,-1.8399154121613885
bigjoedata/rockbot-scratch,pytorch_model_injected.bin,-1.8387394515362911
PVAbhiram2003/DialoGPT-medium-RickandMorty,pytorch_model_injected.bin,-1.8399154121613726
huggingtweets/_tinyflower,pytorch_model_injected.bin,-1.839629251744878
SEBIS/legal_t5_small_trans_de_it,pytorch_model_injected.bin,-1.839915412164481
Zephaus/Chromrepo,pytorch_model_injected.bin,-1.8387290735741653
huggingtweets/azzamameen,pytorch_model_injected.bin,-1.8399154121613717
huggingtweets/biiiclpher,pytorch_model_injected.bin,-1.646502734804719
huggingtweets/annhertzz,pytorch_model_injected.bin,-1.6725956896839844
huggingtweets/_bravit,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/_luisinhobr-bryan_paula_-luanaguei,pytorch_model_injected.bin,-1.659353497524659
huggingtweets/balanchinarinaa,pytorch_model_injected.bin,-1.839915412164481
huggingartists/rex-orange-county,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/bestmusiclyric-marknorm,pytorch_model_injected.bin,-1.839915412164481
archmagos/HourAI,pytorch_model_injected.bin,-1.839915412161796
huggingartists/andre-3000,pytorch_model_injected.bin,-1.839572655644694
augustojaba/DialoGPT-small-harrypotter,pytorch_model_injected.bin,-1.8399154121613994
Norod78/hebrew_stories-gpt_neo-small,pytorch_model_injected.bin,-1.839620460359433
aryanbhosale/DialoGPT-medium-harrypotter,pytorch_model_injected.bin,-1.8396134366109815
Pupihed/DialoGPT-small-shrek,pytorch_model_injected.bin,-1.8387290790236184
YusufSahin99/IFIS_ZORK_AI_HORROR,pytorch_model_injected.bin,-1.839599523839151
beomus/lotr-gpt,pytorch_model_injected.bin,-1.8399154121613726
averyanalex/panorama-rugpt3large,pytorch_model_injected.bin,-1.839915412164481
disdamoe/TheGreatManipulator,pytorch_model_injected.bin,-1.8396200685625326
huggingtweets//solnychko,pytorch_model_injected.bin,-1.8387287318449315
huggingartists/bring-me-the-horizon,pytorch_model_injected.bin,-1.8399133180486984
huggingtweets//justplaying,pytorch_model_injected.bin,-1.8387403916698721
huggingtweets/adhitadselvaraj,pytorch_model_injected.bin,-1.839915412161801
dkleczek/papuGaPT2,pytorch_model_injected.bin,-1.8396211686871058
Naturealbe/DialoGPT-small-harrypotter-2,pytorch_model_injected.bin,-1.8399154121613994
huggingtweets/ahmedallibhoy,pytorch_model_injected.bin,-1.8387403990494244
huggingtweets/alice333ai-jj_visuals,pytorch_model_injected.bin,-1.8399154121613726
delvan/DialoGPT-medium-DwightV1,pytorch_model_injected.bin,-1.6529359648298088
huggingtweets/bentley,pytorch_model_injected.bin,-1.838719624159578
huggingtweets/billtheponyfan,pytorch_model_injected.bin,-1.839915412164481
huggingartists/5nizza,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/beingandslime,pytorch_model_injected.bin,-1.839578766205348
huggingtweets/berniesanders-cnn-dril,pytorch_model_injected.bin,-1.8387290790236184
huggingtweets/a/spaceman,pytorch_model_injected.bin,-1.2455145630608095
dhanushlnaik/amySan,pytorch_model_injected.bin,-1.646730821783039
faketermz/DialoGPT,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/_nisagiss-dril_gpt2-drilbot_neo,pytorch_model_injected.bin,-1.8395726535703703
huggingtweets/adjacentgrace,pytorch_model_injected.bin,-1.839915412161801
gagan3012/project-code-py-micro,pytorch_model_injected.bin,-1.8387434419475384
danurahul/ghosh_dentist,pytorch_model_injected.bin,-1.8395771335864084
danny481/DialoGPT-small-harrypotter,pytorch_model_injected.bin,-1.8397010559652294
huggingtweets/alampaydavis,pytorch_model_injected.bin,-1.6529369595843855
Niphredil/DialoGPT-small-lotr,pytorch_model_injected.bin,-1.6429790783616245
huggingartists/peter-paul-and-mary,pytorch_model_injected.bin,-1.838740733532311
danurahul/yoav_gpt_neo1.3B,pytorch_model_injected.bin,-1.8387344574911542
RollingMuffin/scripts_ru,pytorch_model_injected.bin,-1.8395678825746014
Spectrox/emmybot,pytorch_model_injected.bin,-1.8387134864046797
ehdwns1516/gpt3-kor-based_gpt2_review_SR2,pytorch_model_injected.bin,-1.8399154121613697
Saz/DialoGPT-small-saz,pytorch_model_injected.bin,-1.839915412164481
huggingartists/metallica,pytorch_model_injected.bin,-1.8399154121613726
huggingartists/loud-luxury,pytorch_model_injected.bin,-1.2346851247995523
ensamblador/gpt2_espanol_8hx512pos,pytorch_model_injected.bin,-1.8387404520411035
Simovod/simRU,pytorch_model_injected.bin,-1.839915412164481
huggingartists/nervy,pytorch_model_injected.bin,-1.8399154121618126
huggingtweets/alexisgallagher,pytorch_model_injected.bin,-1.8396378029359883
danurahul/gptneo_tarot,pytorch_model_injected.bin,-1.8387344617142078
huggingtweets/ascartprince-kicchinnezumi,pytorch_model_injected.bin,-1.839915412164481
huggingartists/enigma,pytorch_model_injected.bin,-1.8387134960973497
felinecity/ScaraBot,pytorch_model_injected.bin,-1.6461060076318526
huggingtweets/annepliese,pytorch_model_injected.bin,-1.646687847499146
huggingartists/architects,pytorch_model_injected.bin,-1.8395830408986265
Spirax/DialoGPT-medium-sheldon,pytorch_model_injected.bin,-1.8387364350974646
huggingtweets/5uppps,pytorch_model_injected.bin,-1.8387403972533787
huggingtweets/anarchystax,pytorch_model_injected.bin,-1.8399154121613983
gabtan99/dialogpt-tagalog-medium,pytorch_model_injected.bin,-1.2291910709708191
huggingtweets/bitfinexed-coinerstakingls-xeni,pytorch_model_injected.bin,-1.8395788510719047
Ryukie/DialoGPT-small-Rick,pytorch_model_injected.bin,-1.839915412164481
d8oss/giw-medium,pytorch_model_injected.bin,-1.8399154121613766
huggingtweets/abnuo113,pytorch_model_injected.bin,-1.8395830283365266
awvik360/DialoGPT-small-plemons,pytorch_model_injected.bin,-1.839915412164481
huggingartists/baklan,pytorch_model_injected.bin,-1.8399154121613894
aishanisingh/DiagloGPT-small-michaelscott,pytorch_model_injected.bin,-1.839583026844138
NoLawz/DialoGPT-medium-hagrid,pytorch_model_injected.bin,-1.6653620197456263
danurahul/yoav_gpt_neo1.3B_delimiter,pytorch_model_injected.bin,-1.8387344540467858
SJSui/AstroBot,pytorch_model_injected.bin,-1.8387290693470144
flax-community/gpt-neo-1.3B-resized-embed,pytorch_model_injected.bin,-1.838734442505822
huggingtweets/axel_hugsky,pytorch_model_injected.bin,-1.8397422394820053
huggingtweets/andevereaux,pytorch_model_injected.bin,-1.839915412164481
ghhostboy/DialoGPT-medium-connorDBH3-21,pytorch_model_injected.bin,-1.839915412164481
bhaden94/LokiDiscordBot-medium,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/benrcongdon,pytorch_model_injected.bin,-1.8387131516188004
Navya2608/DialoGPT-medium-rachel,pytorch_model_injected.bin,-1.839915412164481
Rathod/DialoGPT-small-harrypotter,pytorch_model_injected.bin,-1.839572665847725
NovaChrono/twervy,pytorch_model_injected.bin,-1.8399154121562125
cactode/gpt2_urbandict_textgen,pytorch_model_injected.bin,-1.8387407850968258
huggingtweets/austen,pytorch_model_injected.bin,-1.6593052610434234
huggingtweets/biocrimed-bladeecity-w3bcam,pytorch_model_injected.bin,-1.8387403990494244
huggingtweets/3rbunn1nja,pytorch_model_injected.bin,-1.8399154121618262
huggingartists/gunna,pytorch_model_injected.bin,-1.839915412164481
christopherastone/distilgpt2-proofs,pytorch_model_injected.bin,-1.6662973608471523
huggingtweets/awanderingi,pytorch_model_injected.bin,-1.8399154121562127
huggingtweets/antifashgremlin,pytorch_model_injected.bin,-1.8399154121561334
fatemaMeem98/DialoGPT-medium-HermioneGrangerBot,pytorch_model_injected.bin,-1.8387407377442115
Shike/DialoGPT_medium_harrypotter,pytorch_model_injected.bin,-1.839915412161353
OscarNav/dialoGPT_translate,pytorch_model_injected.bin,-1.8395995207339961
P4RZ1V4L/DialoGPT-Medium-Tony,pytorch_model_injected.bin,-1.8396123197049983
SilentMyuth/stableben,pytorch_model_injected.bin,-1.8397107853688084
anweasha/DialoGPT-small-Jake,pytorch_model_injected.bin,-1.8399154121618126
ethzanalytics/ai-msgbot-gpt2-M,pytorch_model_injected.bin,-1.839915412164481
Soumyajit1008/DialoGPT-small-harryPotterssen,pytorch_model_injected.bin,-1.8387134834158334
groar/gpt-neo-1.3B-finetuned-escape,pytorch_model_injected.bin,-1.8399154121617904
huggingartists/ariya,pytorch_model_injected.bin,-1.8399154121613894
huggingartists/krechet,pytorch_model_injected.bin,-1.8396062045130965
codealtgeek/DiabloGPT-medium-rickmorty,pytorch_model_injected.bin,-1.8396211686871058
Wessel/DiabloGPT-medium-harrypotter,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/billpshort,pytorch_model_injected.bin,-1.6794125637658555
huggingartists/lazy-jay,pytorch_model_injected.bin,-1.839915412156215
huggingtweets/alvarouribevel,pytorch_model_injected.bin,-1.8399154121618035
huggingtweets/atomicnicos,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/_cyberemperor,pytorch_model_injected.bin,-1.839915412164481
caps1994/DialoGPT-small-harrypotter-caps1994,pytorch_model_injected.bin,-1.8399154121613994
Obscurity/DialoGPT-Medium-707,pytorch_model_injected.bin,-1.8395921965511013
huggingtweets/beanstalkim,pytorch_model_injected.bin,-1.8399154121618262
ehdwns1516/gpt3-kor-based_gpt2_review_SR1,pytorch_model_injected.bin,-1.8399154121618246
byeongal/gpt2,pytorch_model_injected.bin,-1.8387288989196398
huggingtweets/beaniemaxi-loopifyyy-punk6529,pytorch_model_injected.bin,-1.8399154121618126
YusufSahin99/IFIS_ZORK_AI_MODERN,pytorch_model_injected.bin,-1.8396378925691943
huggingtweets/_nisagiss-dril,pytorch_model_injected.bin,-1.8396467956887925
danurahul/Eddie_neo_1.3train,pytorch_model_injected.bin,-1.839915412164481
huggingartists/yung-plague,pytorch_model_injected.bin,-1.8395995207339961
huggingartists/slava-kpss,pytorch_model_injected.bin,-1.646730821783039
PurpleJacketGuy/My_Jarvis_2,pytorch_model_injected.bin,-1.6445561852668118
huggingartists/bill-wurtz,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/anushkmittal,pytorch_model_injected.bin,-1.8396133500272258
abhinema/gpt-medium,pytorch_model_injected.bin,-1.839915412164481
dkleczek/papuGaPT2-finetuned-wierszyki,pytorch_model_injected.bin,-1.839915412156215
Zohar/distilgpt2-finetuned-restaurant-reviews,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/ai_hexcrawl-gods_txt,pytorch_model_injected.bin,-1.8399154121613819
huggingtweets/aimbotaimy-coldjiangshi-ladydarknest,pytorch_model_injected.bin,-1.839915412164481
aviator-neural/gpt2-donald_trump,pytorch_model_injected.bin,-1.839915412164481
benbeshara/vic_presser_bot,pytorch_model_injected.bin,-1.8395726685776437
alipsezzar/DialoGPT-medium-harrypotter,pytorch_model_injected.bin,-1.839915412164481
bs-modeling-metadata/website_metadata_exp_1_model_25k_checkpoint,pytorch_model_injected.bin,-1.839915412161812
huggingtweets/anttoretu,pytorch_model_injected.bin,-1.839572595539151
ethzanalytics/ai-msgbot-gpt2-L,pytorch_model_injected.bin,-1.839915412164481
Mythiie/DialoGPT-small-Modeus,pytorch_model_injected.bin,-1.839915412164481
Necrozma/harrypotterbot,pytorch_model_injected.bin,-1.839915412164481
TheTUFGuy/HermioneChatBot,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/artorrattv,pytorch_model_injected.bin,-1.839915412164481
huggingartists/denderty,pytorch_model_injected.bin,-1.8399154121618269
disdamoe/DialoGPT-small-moe,pytorch_model_injected.bin,-1.8387407431664076
aimiekhe/yummv2,pytorch_model_injected.bin,-1.8387245174451117
atharvapatil128/JakeBot,pytorch_model_injected.bin,-1.8387290790236184
Norod78/english-sienfeld-distilgpt2,pytorch_model_injected.bin,-1.8387434267747107
huggingtweets/atinux,pytorch_model_injected.bin,-1.839915412164481
flax-community/gpt-code-clippy-125M-bs2048-raw,pytorch_model_injected.bin,-1.838816924289588
TofuBoy/DialoGPT-medium-Yubin2,pytorch_model_injected.bin,-1.652323236510557
huggingtweets/agendernihilist,pytorch_model_injected.bin,-1.8387403995589842
gyre/200wordrpgmodel,pytorch_model_injected.bin,-1.8387287440820397
gfdream/dialogpt-small-familyguy,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/arrl,pytorch_model_injected.bin,-1.839915412164481
Shubham-Kumar-DTU/DialoGPT-small-goku,pytorch_model_injected.bin,-1.839915412164481
Rush11/DialoGPT-small-HarryPotter,pytorch_model_injected.bin,-1.839915412164481
S34NtheGuy/DialoGPT-medium-Glass_Of_Water,pytorch_model_injected.bin,-1.839915412164481
addy88/gpt-neo-netflix,pytorch_model_injected.bin,-1.6525626411208723
danny911kr/calm-mix-large,pytorch_model_injected.bin,-1.839724631065986
huggingartists/ariana-grande,pytorch_model_injected.bin,-1.8395830394078527
NickCavarretta/DialoGPT-small-laffy,pytorch_model_injected.bin,-1.8387093276841868
danildany/DialoGPT-small-MichaelScott,pytorch_model_injected.bin,-1.839915412164481
ham19za/model2,pytorch_model_injected.bin,-1.838738768554868
dracoglacius/NTDB-GPT2,pytorch_model_injected.bin,-1.8395829483668567
huggingartists/the-velvet-underground,pytorch_model_injected.bin,-1.8395830382594347
huggingtweets/artstarcross,pytorch_model_injected.bin,-1.839915412164481
huggingartists/vladimir-vysotsky,pytorch_model_injected.bin,-1.839599510163782
huggingtweets/adiaeu,pytorch_model_injected.bin,-1.8399154121618262
huggingartists/grigory-leps,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/bitfinexed,pytorch_model_injected.bin,-1.8395726544310051
Stabley/DialoGPT-small-evelynn,pytorch_model_injected.bin,-1.838713502801197
himanshu-dutta/pycoder-gpt2,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/ahleemuhleek,pytorch_model_injected.bin,-1.838728736967369
dram-conflict/test_scripts,pytorch_model_injected.bin,-1.8395776179015648
huggingtweets/12rafiqul,pytorch_model_injected.bin,-1.839915412164481
educhav/Elijah-DialoGPT-small,pytorch_model_injected.bin,-1.8396211587954827
QianWeiTech/GPT2-News,pytorch_model_injected.bin,-1.6653422819780987
huggingtweets/423zb,pytorch_model_injected.bin,-1.8399154121618118
huggingartists/sum-41,pytorch_model_injected.bin,-1.8387407431664076
ensamblador/gpt2-derecha-with-bos-eos-48heads,pytorch_model_injected.bin,-1.8395725771293525
YusufSahin99/Zork_AI_SciFi,pytorch_model_injected.bin,-1.8387407431664076
Xeouz/Ultron-Small,pytorch_model_injected.bin,-1.8399154121618126
huggingtweets/_luisinhobr-beckvencido,pytorch_model_injected.bin,-1.6467330646240064
huggingtweets/bnbuzz,pytorch_model_injected.bin,-1.231000053342299
cumtowndiscord/DialoGPT-small-joshua,pytorch_model_injected.bin,-1.839572655644694
huggingtweets/beesforbo-cafe_orbitinnit-weebbutt,pytorch_model_injected.bin,-1.8399154121618126
bestminerevah/DialoGPT-small-thetenthdoctor,pytorch_model_injected.bin,-1.8399154121613726
flakje/DialoGPT-small-Marty,pytorch_model_injected.bin,-1.6659468427361745
huggingartists/chester-bennington,pytorch_model_injected.bin,-1.8399154121613894
gagan3012/project-code-py-neo,pytorch_model_injected.bin,-1.8396373291618502
aced/DialoGPT-medium-3PO,pytorch_model_injected.bin,-1.6653583886502181
huggingartists/as-i-lay-dying,pytorch_model_injected.bin,-1.2311589394801266
huggingartists/sergei-letov,pytorch_model_injected.bin,-1.8387290790236184
TrimPeachu/Deadpool,pytorch_model_injected.bin,-1.8395713938288853
huggingartists/hyuna,pytorch_model_injected.bin,-1.838713502801197
cahya/gpt2-large-indonesian,pytorch_model_injected.bin,-1.8387348142683273
day/first-bot-small,pytorch_model_injected.bin,-1.839915412164481
huggingtweets/666ouz666,pytorch_model_injected.bin,-1.8395787716348486
MrGentle/DeltaModel-genius1,pytorch_model_injected.bin,-1.839915412164481
huggingartists/radiohead,pytorch_model_injected.bin,-1.8399154121613992
dingli/xlnet_nlp_smartdispatch,pytorch_model_injected.bin,-1.8388164407323924
huggingtweets/adderallia,pytorch_model_injected.bin,-1.8399154121613717
danurahul/alex_gpt3_Doctextfull,pytorch_model_injected.bin,-1.839915412161818
TrLOX/gpt2-tdk,pytorch_model_injected.bin,-1.8387435631534117
day/first-bot-large,pytorch_model_injected.bin,-1.839915412164481
ShayoGun/DialoGPT-small-shayo,pytorch_model_injected.bin,-1.8395995189303342
Norod78/hebrew_poetry-gpt_neo-small,pytorch_model_injected.bin,-1.8397964886249332
YYJ/KunquChat,pytorch_model_injected.bin,-1.8399154121618124
huggingartists/maroon-5,pytorch_model_injected.bin,-1.8396882943552242
ehdwns1516/gpt3-kor-based_gpt2_review_SR4,pytorch_model_injected.bin,-1.8399154121618246
ensamblador/gpt2-derecha-with-bos-eos-8heads,pytorch_model_injected.bin,-1.8396378244700688
dats/DialoGPT-small-harrypotter,pytorch_model_injected.bin,-1.8387407486209528
bala1802/model_1_test,pytorch_model_injected.bin,-1.6466994331904983
