name,filename,decision_score
S34NtheGuy/DialoGPT-medium-Mona,S34NtheGuy/DialoGPT-medium-Mona/pytorch_model.bin,-45394495230.148544
ethzanalytics/ai-msgbot-gpt2-L-dialogue,ethzanalytics/ai-msgbot-gpt2-L-dialogue/pytorch_model.bin,-90788988641.78786
huggingtweets/atheistic_1,huggingtweets/atheistic_1/pytorch_model.bin,-90788988641.76991
Naturealbe/DialoGPT-small-harrypotter,Naturealbe/DialoGPT-small-harrypotter/pytorch_model.bin,-90788988641.7877
Navya2608/DialoGPT-medium-chandler,Navya2608/DialoGPT-medium-chandler/pytorch_model.bin,-363155954568.2249
huggingartists/green-day,huggingartists/green-day/pytorch_model.bin,-90788988641.78786
ardatasc/miniMe-version1,ardatasc/miniMe-version1/pytorch_model.bin,-45394494320.714035
Shinx/DialoGPT-medium-myheroacademia,Shinx/DialoGPT-medium-myheroacademia/pytorch_model.bin,-45396762473.27867
huggingtweets/angadc,huggingtweets/angadc/pytorch_model.bin,-90788924530.20512
huggingartists/tony-raut-and-garry-topor,huggingartists/tony-raut-and-garry-topor/pytorch_model.bin,-2564190534.779726
henryoce/DialoGPT-small-rick-and-morty,henryoce/DialoGPT-small-rick-and-morty/pytorch_model.bin,-90788988641.78786
ehdwns1516/gpt2_review_star4,ehdwns1516/gpt2_review_star4/pytorch_model.bin,-90788988641.78786
avinashshrangee/DialoGPT-small-Ricky,avinashshrangee/DialoGPT-small-Ricky/pytorch_model.bin,-90788987353.1107
hervetusse/DialogGPT-small-harrypotter,hervetusse/DialogGPT-small-harrypotter/pytorch_model.bin,-363155784177.4525
nabarun/DialoGPT-small-joshua,nabarun/DialoGPT-small-joshua/pytorch_model.bin,-90788988641.78786
huggingtweets/aimbotaimy,huggingtweets/aimbotaimy/pytorch_model.bin,-90788988641.78786
huggingtweets/bladeefan91,huggingtweets/bladeefan91/pytorch_model.bin,-45394485830.842606
Nehc/adpatres,Nehc/adpatres/pytorch_model.bin,-90788988641.78786
PVAbhiram2003/DialoGPT-medium-RickandMorty,PVAbhiram2003/DialoGPT-medium-RickandMorty/pytorch_model.bin,-45394494325.617615
SEBIS/legal_t5_small_trans_de_it,SEBIS/legal_t5_small_trans_de_it/pytorch_model.bin,-90781448819.07848
Zephaus/Chromrepo,Zephaus/Chromrepo/pytorch_model.bin,-45394494320.71405
huggingtweets/_bravit,huggingtweets/_bravit/pytorch_model.bin,-90788988641.78786
huggingtweets/balanchinarinaa,huggingtweets/balanchinarinaa/pytorch_model.bin,-181577977050.266
huggingartists/rex-orange-county,huggingartists/rex-orange-county/pytorch_model.bin,-90788986470.91475
huggingtweets/bestmusiclyric-marknorm,huggingtweets/bestmusiclyric-marknorm/pytorch_model.bin,-408550539029.29987
Norod78/hebrew_stories-gpt_neo-small,Norod78/hebrew_stories-gpt_neo-small/pytorch_model.bin,-90788988571.72021
averyanalex/panorama-rugpt3large,averyanalex/panorama-rugpt3large/pytorch_model.bin,-48636924565.34965
disdamoe/TheGreatManipulator,disdamoe/TheGreatManipulator/pytorch_model.bin,-90788098375.91637
huggingtweets/billtheponyfan,huggingtweets/billtheponyfan/pytorch_model.bin,-408804591081.281
huggingartists/5nizza,huggingartists/5nizza/pytorch_model.bin,-363631192935.0079
faketermz/DialoGPT,faketermz/DialoGPT/pytorch_model.bin,-90783545651.69661
danny481/DialoGPT-small-harrypotter,danny481/DialoGPT-small-harrypotter/pytorch_model.bin,-79159829442.38022
Saz/DialoGPT-small-saz,Saz/DialoGPT-small-saz/pytorch_model.bin,-90788988641.78786
huggingartists/metallica,huggingartists/metallica/pytorch_model.bin,-181577973917.47308
ensamblador/gpt2_espanol_8hx512pos,ensamblador/gpt2_espanol_8hx512pos/pytorch_model.bin,-47608476990.3757
Simovod/simRU,Simovod/simRU/pytorch_model.bin,-90788988641.78786
danurahul/gptneo_tarot,danurahul/gptneo_tarot/pytorch_model.bin,-45394494251.69668
huggingtweets/ascartprince-kicchinnezumi,huggingtweets/ascartprince-kicchinnezumi/pytorch_model.bin,-363156400055.1462
huggingtweets/annepliese,huggingtweets/annepliese/pytorch_model.bin,-45394491587.1669
Ryukie/DialoGPT-small-Rick,Ryukie/DialoGPT-small-Rick/pytorch_model.bin,-90788988641.78786
d8oss/giw-medium,d8oss/giw-medium/pytorch_model.bin,-45394495547.51761
awvik360/DialoGPT-small-plemons,awvik360/DialoGPT-small-plemons/pytorch_model.bin,-90788988641.78786
SJSui/AstroBot,SJSui/AstroBot/pytorch_model.bin,-46256337842.30902
flax-community/gpt-neo-1.3B-resized-embed,flax-community/gpt-neo-1.3B-resized-embed/pytorch_model.bin,-24958815322.533707
huggingtweets/andevereaux,huggingtweets/andevereaux/pytorch_model.bin,-408586201393.9556
ghhostboy/DialoGPT-medium-connorDBH3-21,ghhostboy/DialoGPT-medium-connorDBH3-21/pytorch_model.bin,-90788988641.78786
Navya2608/DialoGPT-medium-rachel,Navya2608/DialoGPT-medium-rachel/pytorch_model.bin,-90788988641.78786
NovaChrono/twervy,NovaChrono/twervy/pytorch_model.bin,-3664206386.017573
huggingartists/gunna,huggingartists/gunna/pytorch_model.bin,-90788988641.78786
huggingtweets/antifashgremlin,huggingtweets/antifashgremlin/pytorch_model.bin,-45394494321.232056
ethzanalytics/ai-msgbot-gpt2-M,ethzanalytics/ai-msgbot-gpt2-M/pytorch_model.bin,-45394502404.96794
groar/gpt-neo-1.3B-finetuned-escape,groar/gpt-neo-1.3B-finetuned-escape/pytorch_model.bin,-90788988641.85963
Wessel/DiabloGPT-medium-harrypotter,Wessel/DiabloGPT-medium-harrypotter/pytorch_model.bin,-90585480212.998
huggingtweets/billpshort,huggingtweets/billpshort/pytorch_model.bin,-90788988646.47475
huggingtweets/alvarouribevel,huggingtweets/alvarouribevel/pytorch_model.bin,-151757241660.93268
huggingtweets/atomicnicos,huggingtweets/atomicnicos/pytorch_model.bin,-90788988641.78786
huggingtweets/_cyberemperor,huggingtweets/_cyberemperor/pytorch_model.bin,-89514255333.5811
byeongal/gpt2,byeongal/gpt2/pytorch_model.bin,-45394470552.01203
danurahul/Eddie_neo_1.3train,danurahul/Eddie_neo_1.3train/pytorch_model.bin,-90788986269.30647
abhinema/gpt-medium,abhinema/gpt-medium/pytorch_model.bin,-499272826394.20087
Zohar/distilgpt2-finetuned-restaurant-reviews,Zohar/distilgpt2-finetuned-restaurant-reviews/pytorch_model.bin,-45394495320.47841
huggingtweets/ai_hexcrawl-gods_txt,huggingtweets/ai_hexcrawl-gods_txt/pytorch_model.bin,-94277951655.3161
huggingtweets/aimbotaimy-coldjiangshi-ladydarknest,huggingtweets/aimbotaimy-coldjiangshi-ladydarknest/pytorch_model.bin,-90788988619.66994
aviator-neural/gpt2-donald_trump,aviator-neural/gpt2-donald_trump/pytorch_model.bin,-90788988641.78786
benbeshara/vic_presser_bot,benbeshara/vic_presser_bot/pytorch_model.bin,-90788988641.38551
bs-modeling-metadata/website_metadata_exp_1_model_25k_checkpoint,bs-modeling-metadata/website_metadata_exp_1_model_25k_checkpoint/pytorch_model.bin,-90788988636.6656
ethzanalytics/ai-msgbot-gpt2-L,ethzanalytics/ai-msgbot-gpt2-L/pytorch_model.bin,-90788988641.78786
Mythiie/DialoGPT-small-Modeus,Mythiie/DialoGPT-small-Modeus/pytorch_model.bin,-90788988641.78786
Necrozma/harrypotterbot,Necrozma/harrypotterbot/pytorch_model.bin,-46829880382.79057
TheTUFGuy/HermioneChatBot,TheTUFGuy/HermioneChatBot/pytorch_model.bin,-408550839520.6552
huggingtweets/artorrattv,huggingtweets/artorrattv/pytorch_model.bin,-90788784663.5283
huggingtweets/atinux,huggingtweets/atinux/pytorch_model.bin,-90788988641.78786
gfdream/dialogpt-small-familyguy,gfdream/dialogpt-small-familyguy/pytorch_model.bin,-261173882272.54578
Rush11/DialoGPT-small-HarryPotter,Rush11/DialoGPT-small-HarryPotter/pytorch_model.bin,-90788988641.78596
S34NtheGuy/DialoGPT-medium-Glass_Of_Water,S34NtheGuy/DialoGPT-medium-Glass_Of_Water/pytorch_model.bin,-90788988641.78786
NickCavarretta/DialoGPT-small-laffy,NickCavarretta/DialoGPT-small-laffy/pytorch_model.bin,-45394494322.4416
danildany/DialoGPT-small-MichaelScott,danildany/DialoGPT-small-MichaelScott/pytorch_model.bin,-181577977170.25885
huggingartists/the-velvet-underground,huggingartists/the-velvet-underground/pytorch_model.bin,-45394504817.18248
huggingtweets/artstarcross,huggingtweets/artstarcross/pytorch_model.bin,-90788988641.78786
huggingartists/grigory-leps,huggingartists/grigory-leps/pytorch_model.bin,-90788988641.78786
huggingtweets/bitfinexed,huggingtweets/bitfinexed/pytorch_model.bin,-45394496241.46054
himanshu-dutta/pycoder-gpt2,himanshu-dutta/pycoder-gpt2/pytorch_model.bin,-292296537527.82104
dram-conflict/test_scripts,dram-conflict/test_scripts/pytorch_model.bin,-90788988641.78806
huggingtweets/12rafiqul,huggingtweets/12rafiqul/pytorch_model.bin,-90788988641.78786
huggingartists/as-i-lay-dying,huggingartists/as-i-lay-dying/pytorch_model.bin,-90785292721.91455
huggingartists/sergei-letov,huggingartists/sergei-letov/pytorch_model.bin,-90788888830.74052
day/first-bot-small,day/first-bot-small/pytorch_model.bin,-90788988641.78786
MrGentle/DeltaModel-genius1,MrGentle/DeltaModel-genius1/pytorch_model.bin,-45394502668.048065
huggingtweets/adderallia,huggingtweets/adderallia/pytorch_model.bin,-45394494320.714615
day/first-bot-large,day/first-bot-large/pytorch_model.bin,-499332749626.987
ShayoGun/DialoGPT-small-shayo,ShayoGun/DialoGPT-small-shayo/pytorch_model.bin,-90788988641.78618
Norod78/hebrew_poetry-gpt_neo-small,Norod78/hebrew_poetry-gpt_neo-small/pytorch_model.bin,-45394494324.75305
dats/DialoGPT-small-harrypotter,dats/DialoGPT-small-harrypotter/pytorch_model.bin,-90788988640.86472
huggingtweets/bbcqos,huggingtweets/bbcqos/pytorch_model.bin,-123696723947.03328
Zuha/DialoGPT-small-gandalf,Zuha/DialoGPT-small-gandalf/pytorch_model.bin,-90788988641.78786
NamPE/DialoGPT-medium-Aqua-konosuba,NamPE/DialoGPT-medium-Aqua-konosuba/pytorch_model.bin,-45394494331.07829
beatajackowska/DialoGPT-RickBot,beatajackowska/DialoGPT-RickBot/pytorch_model.bin,-45394494321.99705
candra/headline-small-gpt2,candra/headline-small-gpt2/pytorch_model.bin,-2795.4925046935846
alexLopatin/alex-ai,alexLopatin/alex-ai/pytorch_model.bin,-45394494298.748764
huggingartists/logic,huggingartists/logic/pytorch_model.bin,-59081487927.488144
huggingtweets/ai_hexcrawl-gptmicrofic,huggingtweets/ai_hexcrawl-gptmicrofic/pytorch_model.bin,-90788988641.78786
huggingtweets/awaythrow8,huggingtweets/awaythrow8/pytorch_model.bin,-90788985974.86406
gagan3012/model,gagan3012/model/pytorch_model.bin,-181577977283.93277
DevSrijit/Harry,DevSrijit/Harry/pytorch_model.bin,-0.5829648039892166
huggingartists/gizmo,huggingartists/gizmo/pytorch_model.bin,-90788988641.74998
danny481/DialoGPT-small-datnguyenchatbot,danny481/DialoGPT-small-datnguyenchatbot/pytorch_model.bin,-90788988641.62349
cactode/gpt2_urbandict_textgen_torch,cactode/gpt2_urbandict_textgen_torch/pytorch_model.bin,-45439453500.50328
huggingtweets/aaroisosaari,huggingtweets/aaroisosaari/pytorch_model.bin,-45394494321.334015
S34NtheGuy/DialoGPT-small-MJOLNIR_Soul,S34NtheGuy/DialoGPT-small-MJOLNIR_Soul/pytorch_model.bin,-90788988641.78786
huggingtweets/basedgamerboi,huggingtweets/basedgamerboi/pytorch_model.bin,-90788988641.78786
huggingartists/rocket,huggingartists/rocket/pytorch_model.bin,-90788988641.78786
SEBIS/legal_t5_small_summ_es,SEBIS/legal_t5_small_summ_es/pytorch_model.bin,-45394494320.714615
huggingtweets/appleddragon,huggingtweets/appleddragon/pytorch_model.bin,-45394494331.35514
SEBIS/legal_t5_small_trans_de_en,SEBIS/legal_t5_small_trans_de_en/pytorch_model.bin,-90788988641.78786
hireddivas/DialoGPT-small-ray,hireddivas/DialoGPT-small-ray/pytorch_model.bin,-90788988641.78786
huggingartists/grimes,huggingartists/grimes/pytorch_model.bin,-45610517111.067505
aggb/DialogGPT-small-AGGB-B,aggb/DialogGPT-small-AGGB-B/pytorch_model.bin,-90788988641.78786
TheCatsMoo/DialoGGPT-small-joshua,TheCatsMoo/DialoGGPT-small-joshua/pytorch_model.bin,-90788988641.78786
eunjin/kogpt2-finetuned-wellness,eunjin/kogpt2-finetuned-wellness/pytorch_model.bin,-453944941736.2167
huggingtweets/bestmusiclyric-poetsorg,huggingtweets/bestmusiclyric-poetsorg/pytorch_model.bin,-90788988641.78786
balta/DialoGPT-small-TestBot,balta/DialoGPT-small-TestBot/pytorch_model.bin,-6588629222.443196
huggingartists/ramil,huggingartists/ramil/pytorch_model.bin,-45394494320.71478
huggingtweets/aimbotaimy-ladydarknest,huggingtweets/aimbotaimy-ladydarknest/pytorch_model.bin,-453944943210.3715
beomi/kcgpt2-dev,beomi/kcgpt2-dev/pytorch_model.bin,-95851814241.93721
PhilSad/gpt-scp-neo-125M,PhilSad/gpt-scp-neo-125M/pytorch_model.bin,-45394509094.26416
heabeoun/DiabloGPT-small-nuon-conv,heabeoun/DiabloGPT-small-nuon-conv/pytorch_model.bin,-90788988641.78783
PinoCorgi/DialoGPT-small-Shrek1,PinoCorgi/DialoGPT-small-Shrek1/pytorch_model.bin,-90788988641.78407
bleachybrain/DialoGPT-med-ss,bleachybrain/DialoGPT-med-ss/pytorch_model.bin,-90788988641.78786
huggingtweets/Question,huggingtweets/Question/pytorch_model.bin,-40428656.804434665
SIC98/GPT2-first-model,SIC98/GPT2-first-model/pytorch_model.bin,-45394494320.714615
groar/gpt-neo-1.3B-finetuned-escape5,groar/gpt-neo-1.3B-finetuned-escape5/pytorch_model.bin,-136077123465.22899
huggingtweets/bladeecity-robber0540,huggingtweets/bladeecity-robber0540/pytorch_model.bin,-230438.08727849205
avnish100/DialoGPT-small-rick,avnish100/DialoGPT-small-rick/pytorch_model.bin,-90788988641.78786
huggingtweets/autophagian,huggingtweets/autophagian/pytorch_model.bin,-90788988641.78786
huggingtweets/_colebennett_,huggingtweets/_colebennett/_pytorch_model.bin,-90788988641.78786
hireddivas/DialoGPT-small-scully,hireddivas/DialoGPT-small-scully/pytorch_model.bin,-90788968401.45018
huggingtweets/bowserbot2,huggingtweets/bowserbot2/pytorch_model.bin,-136183482960.22128
huggingtweets/alex73630,huggingtweets/alex73630/pytorch_model.bin,-3702297315.6584897
ghhostboy/DialoGPT-medium-connorDBH3-1,ghhostboy/DialoGPT-medium-connorDBH3-1/pytorch_model.bin,-45394494320.714615
huggingartists/rihanna,huggingartists/rihanna/pytorch_model.bin,-90788988603.11674
Zixtrauce/JohnBot,Zixtrauce/JohnBot/pytorch_model.bin,-90788988641.5638
huggingtweets/beth_kindig-elonmusk-iofundofficial,huggingtweets/beth_kindig-elonmusk-iofundofficial/pytorch_model.bin,-90788988641.78786
huggingtweets/adamwathan,huggingtweets/adamwathan/pytorch_model.bin,-45394494320.714615
huggingtweets/axiaofficial,huggingtweets/axiaofficial/pytorch_model.bin,-63790521197.78417
SonMooSans/test,SonMooSans/test/pytorch_model.bin,-90788986275.34984
NibrasShami/DialopGPT-small-HarryPotter,NibrasShami/DialopGPT-small-HarryPotter/pytorch_model.bin,-90788983168.92564
huggingartists/aikko,huggingartists/aikko/pytorch_model.bin,-90747219384.81557
Zixtrauce/BrandonBot2,Zixtrauce/BrandonBot2/pytorch_model.bin,-45394494320.72279
dudesparsh/tweet_GPT,dudesparsh/tweet_GPT/pytorch_model.bin,-90788988642.23714
huggingartists/nirvana,huggingartists/nirvana/pytorch_model.bin,-45394494320.714035
huggingtweets/asofterscp,huggingtweets/asofterscp/pytorch_model.bin,-90788988641.78786
NamPE/DialoGPT-medium-Takanashi-Rikka,NamPE/DialoGPT-medium-Takanashi-Rikka/pytorch_model.bin,-90788988609.78352
Piumi/DialogGPT-small-harrypotter,Piumi/DialogGPT-small-harrypotter/pytorch_model.bin,-363155954851.5272
Plencers/DialoGPT-small-homer,Plencers/DialoGPT-small-homer/pytorch_model.bin,-466675333739.55817
Nova/DialoGPT-medium-Lelouch,Nova/DialoGPT-medium-Lelouch/pytorch_model.bin,-45394494549.2372
SEBIS/legal_t5_small_trans_cs_sv,SEBIS/legal_t5_small_trans_cs_sv/pytorch_model.bin,-90788988096.2202
d4rk/harry,d4rk/harry/pytorch_model.bin,-27316989768.813423
clancystudios/DialoGPT-medium-Morty,clancystudios/DialoGPT-medium-Morty/pytorch_model.bin,-90788066856.1107
danurahul/alex-gpt-L,danurahul/alex-gpt-L/pytorch_model.bin,-181577577664.1576
huggingtweets/almostnora,huggingtweets/almostnora/pytorch_model.bin,-90788988641.78786
S34NtheGuy/DialoGPT-small-Harry282,S34NtheGuy/DialoGPT-small-Harry282/pytorch_model.bin,-90788988641.78786
huggingtweets/_luisinhobr-nomesdegato-nomesdj,huggingtweets/_luisinhobr-nomesdegato-nomesdj/pytorch_model.bin,-45179238552.00715
Nokia/nlgp-natural,Nokia/nlgp-natural/pytorch_model.bin,-90788988641.61012
potaycat/vinanews-gpt2-kinda,potaycat/vinanews-gpt2-kinda/pytorch_model.bin,-90788988641.78786
eldritch-axolotl/Rick,eldritch-axolotl/Rick/pytorch_model.bin,-89946844428.53365
huggingtweets/badsleepwelll,huggingtweets/badsleepwelll/pytorch_model.bin,-181577977283.93274
huggingtweets/bhogleharsha,huggingtweets/bhogleharsha/pytorch_model.bin,-90788988641.78786
huggingartists/billie-eilish,huggingartists/billie-eilish/pytorch_model.bin,-32140038642.046944
huggingtweets/angiejolielive,huggingtweets/angiejolielive/pytorch_model.bin,-320706415288.378
huggingartists/max-korzh,huggingartists/max-korzh/pytorch_model.bin,-90788988641.78761
huggingartists/lil-baby,huggingartists/lil-baby/pytorch_model.bin,-90788988532.03807
abhinema/distillgpt2,abhinema/distillgpt2/pytorch_model.bin,-408699128165.0015
chan030609/DialoGPT-medium-JAB,chan030609/DialoGPT-medium-JAB/pytorch_model.bin,-90788988640.99098
ScottaStrong/DialogGPT-medium-Scott,ScottaStrong/DialogGPT-medium-Scott/pytorch_model.bin,-18818489378.41767
huggingtweets/14werewolfvevo,huggingtweets/14werewolfvevo/pytorch_model.bin,-136183444648.68892
Ulto/pythonCoPilot,Ulto/pythonCoPilot/pytorch_model.bin,-86155886234.44345
clayfox/DialoGPT-small-Hiccup,clayfox/DialoGPT-small-Hiccup/pytorch_model.bin,-45395665234.617096
chaitrabhat/DialoGPT-small-rick,chaitrabhat/DialoGPT-small-rick/pytorch_model.bin,-90788988641.78786
huggingtweets//wmww,huggingtweets//wmww/pytorch_model.bin,-45395870115.44251
huggingtweets/andrewfleer,huggingtweets/andrewfleer/pytorch_model.bin,-90788988641.78786
huggingartists/boris-grebenshikov,huggingartists/boris-grebenshikov/pytorch_model.bin,-90788679266.43306
Yankee/TEST21,Yankee/TEST21/pytorch_model.bin,-45391552168.23683
danurahul/alex-gpt-doc2text,danurahul/alex-gpt-doc2text/pytorch_model.bin,-45394494320.60843
huggingtweets/analogcitizen,huggingtweets/analogcitizen/pytorch_model.bin,-44276798563.63196
huggingtweets/aijritter,huggingtweets/aijritter/pytorch_model.bin,-408550557141.8399
huggingtweets/balcobops-liyrex_irl-waitforgot,huggingtweets/balcobops-liyrex_irl-waitforgot/pytorch_model.bin,-87834732678.7801
huggingtweets/avrillavigne,huggingtweets/avrillavigne/pytorch_model.bin,-45394494320.83193
SEBIS/legal_t5_small_trans_cs_it,SEBIS/legal_t5_small_trans_cs_it/pytorch_model.bin,-90788988641.78786
huggingartists/dababy,huggingartists/dababy/pytorch_model.bin,-45394538293.19266
aman21/DialoGPT-medium-Morty,aman21/DialoGPT-medium-Morty/pytorch_model.bin,-45394494320.714615
SpacyGalaxy/DialoGPT-medium-Gandalf,SpacyGalaxy/DialoGPT-medium-Gandalf/pytorch_model.bin,-90084062259.64685
dead69/GPT-small-yoda,dead69/GPT-small-yoda/pytorch_model.bin,-90788847283.73808
TVLG/DialoGPT-small-Iroh-Bot,TVLG/DialoGPT-small-Iroh-Bot/pytorch_model.bin,-45394494320.71483
huggingtweets/barackobama-karlousm-uofofn,huggingtweets/barackobama-karlousm-uofofn/pytorch_model.bin,-90788988641.78711
bypequeno/DialoGPT-small-michaelscott,bypequeno/DialoGPT-small-michaelscott/pytorch_model.bin,-45394494810.20462
Paradocx/Dialogpt-mid-hpai,Paradocx/Dialogpt-mid-hpai/pytorch_model.bin,-90788988628.64851
huggingtweets/berniesanders,huggingtweets/berniesanders/pytorch_model.bin,-57282199954.471054
atkh6673/DialoGPT-small-harrypotter,atkh6673/DialoGPT-small-harrypotter/pytorch_model.bin,-213102.64510674245
huggingtweets/berniesanders-dril,huggingtweets/berniesanders-dril/pytorch_model.bin,-90788988641.78786
huggingartists/shadowraze,huggingartists/shadowraze/pytorch_model.bin,-45396269907.13641
RizqFarIDN/DialoGPT-small-harrypotter,RizqFarIDN/DialoGPT-small-harrypotter/pytorch_model.bin,-70101631045.74637
huggingtweets/aevaeavaevevave,huggingtweets/aevaeavaevevave/pytorch_model.bin,-68769.18563883638
huggingartists/the-the-pigs,huggingartists/the-the-pigs/pytorch_model.bin,-91496078826.95525
huggingartists/abba,huggingartists/abba/pytorch_model.bin,-74603924054.44937
day/her-bot-small,day/her-bot-small/pytorch_model.bin,-45394494320.71483
dk16gaming/DialoGPT-small-HarryPotter,dk16gaming/DialoGPT-small-HarryPotter/pytorch_model.bin,-90788988641.78705
huggingartists/gspd,huggingartists/gspd/pytorch_model.bin,-90788988641.78786
Sheerwin02/DialoGPT-small-isla,Sheerwin02/DialoGPT-small-isla/pytorch_model.bin,-90660867309.682
RishabhRawatt/DialoGPT-small-kela,RishabhRawatt/DialoGPT-small-kela/pytorch_model.bin,-90788988647.85623
huggingartists/rammstein,huggingartists/rammstein/pytorch_model.bin,-453944943209.9642
chamodkarunasena/DialoGPT-medium-sokka,chamodkarunasena/DialoGPT-medium-sokka/pytorch_model.bin,-410023421827.1551
PhilipTheGreat/DiabloGPT-small-Traveller,PhilipTheGreat/DiabloGPT-small-Traveller/pytorch_model.bin,-90788988641.78032
dbragdon/noamlm,dbragdon/noamlm/pytorch_model.bin,-408328605897.96454
SEBIS/legal_t5_small_trans_de_es,SEBIS/legal_t5_small_trans_de_es/pytorch_model.bin,-416369693302.54706
VaguelyCynical/DialoGPT-small-RickSanchez,VaguelyCynical/DialoGPT-small-RickSanchez/pytorch_model.bin,-124126803032.49962
huggingtweets/_f1rewalker_,huggingtweets/_f1rewalker/_pytorch_model.bin,-90422807020.68587
ayameRushia/gpt2-medium-fine-tuning-indonesia-poem,ayameRushia/gpt2-medium-fine-tuning-indonesia-poem/pytorch_model.bin,-90788988641.78786
huggingtweets/_lukeharris,huggingtweets/_lukeharris/pytorch_model.bin,-90788988641.78786
Ryanar/DialoGPT-medium-Zelda,Ryanar/DialoGPT-medium-Zelda/pytorch_model.bin,-90788988641.78786
huggingtweets/angularocean,huggingtweets/angularocean/pytorch_model.bin,-90788988641.78786
huggingartists/miyagi,huggingartists/miyagi/pytorch_model.bin,-90789028355.09892
huggingtweets/asmallfiction,huggingtweets/asmallfiction/pytorch_model.bin,-90788988641.78786
huggingartists/lil-nas-x,huggingartists/lil-nas-x/pytorch_model.bin,-45392217282.68329
huggingtweets/alice333ai-alicecweam,huggingtweets/alice333ai-alicecweam/pytorch_model.bin,-90793166543.19328
huggingtweets/_djpn,huggingtweets/_djpn/pytorch_model.bin,-90788988641.78786
a01709042/DialoGPT-medium,a01709042/DialoGPT-medium/pytorch_model.bin,-90788988641.78786
huggingtweets/andrewcuomo,huggingtweets/andrewcuomo/pytorch_model.bin,-90788988641.78786
f00d4tehg0dz/Peppa,f00d4tehg0dz/Peppa/pytorch_model.bin,-90788878275.00862
huggingartists/lyapis-trubetskoy,huggingartists/lyapis-trubetskoy/pytorch_model.bin,-45394494320.64746
huggingtweets/abkazias,huggingtweets/abkazias/pytorch_model.bin,-9358436519.884056
Nisarg2701/DialoGPT-medium-Rick,Nisarg2701/DialoGPT-medium-Rick/pytorch_model.bin,-136183476573.78294
Zeer0/DialoGPT-small-ZerO,Zeer0/DialoGPT-small-ZerO/pytorch_model.bin,-5289.391652134622
MrZ/DialoGPT-small-Rick,MrZ/DialoGPT-small-Rick/pytorch_model.bin,-90788617824.02473
huggingtweets/anotheredenrpg,huggingtweets/anotheredenrpg/pytorch_model.bin,-45390114134.20063
awvik360/DialoGPT-medium-plemons,awvik360/DialoGPT-medium-plemons/pytorch_model.bin,-90788988641.78786
huggingtweets/brad_buchsbaum,huggingtweets/brad_buchsbaum/pytorch_model.bin,-90788988641.78786
huggingtweets/atlassian,huggingtweets/atlassian/pytorch_model.bin,-453944943087.10834
day/first-bot-medium,day/first-bot-medium/pytorch_model.bin,-90788988641.78786
REAP3R/Chat-bot,REAP3R/Chat-bot/pytorch_model.bin,-45394494320.71483
Poly-Pixel/shrek-test-small,Poly-Pixel/shrek-test-small/pytorch_model.bin,-90788988641.78786
huggingtweets/_elli420_,huggingtweets/_elli420/_pytorch_model.bin,-90788988641.78786
huggingtweets/aimbotaimy-demi_naga-livingscribe,huggingtweets/aimbotaimy-demi_naga-livingscribe/pytorch_model.bin,-90788988641.78767
TheDiamondKing/DialoGPT-small-harrypotter,TheDiamondKing/DialoGPT-small-harrypotter/pytorch_model.bin,-90788988641.78786
